text,label
what is this fee for card payment?,15
what fees are there for adding money using an international card,57
i hate this atm it charged me an extra fee why did it charge?,19
my wallet was taken and i see that someone is using my card! please help me!,20
what does it mean if my cash withdrawal is pending?,46
how can i change my old pin to a new one?,21
how long does it take to verify a person s identity?,68
would i need to pay extra for currency exchanges?,31
questionable transactions on my account.,22
i want a physical card,43
i have an unauthorized charge.,28
some cash shows up on my app.,20
why does it say pending cash withdrawal on my statement?,46
i requested money from the atm and it didn t give me as much as i requested.,75
can you explain disposable cards?,37
is it possible to get a second card for my daughter?,39
why is there a charge when i took out money?,19
i m currently not in possession of my phone is it still possible to go about things normally without access to the app?,42
i moved so i need to change my address. how do i do that?,30
they is a payment i don t recognize on my statement.,16
my top up isn t in my wallet.,62
hello! i recently made a purchase and i m needing to cancel my order and process a refund as soon as possible.,52
how do i make sure my transfer isn t goin to an unsupported merchant?,27
why am i unable to withdrawal cash?,26
for what reason was my transfer declined?,27
when adding money what are the currencies you take?,54
what do i have to do to cancel a transfer?,8
my app shows some cash i didn t get.,20
is there a fee to exchange foreign money?,31
if i request that my funds be held what currencies do you use?,36
i tried to take out some money from an atm earlier today and it was declined. looking on my screen now i still see that it s pending for that amount. i didn t actually get that money so i don t want it processed on my account.,46
can i exchange between gbp and usd on the app?,33
the wrong exchange rate was used when i bought something with a foriegn currency.,17
can i top up with cash,58
i d like to get a visa card please.,73
i transferred the wrong amount and would like to cancel the transaction.,8
there s a duplicate charge on my account?,63
i d like more information about choosing a visa or mastercard.,73
will a transfer incur a fee?,56
about this card pin?,38
